"","taxon","parent_taxon"
"782","Stylopidea",NA
"783","Pycnoderes","Eccritotarsini"
"784","Sixeonotopis",NA
"785","Sixeonotus","Eccritotarsini"
"786","Sysinas","Eccritotarsini"
"787","Cylapus","Cylapini"
"788","Peritropis","Cylapini"
"789","Fulvius","Fulviini"
"790","Teratodella",NA
"791","Pamerocoris",NA
"792","Bothynotus","Clivinematini"
"793","Neobothynotus",NA
"794","Clivinema","Clivinematini"
"795","Largidea","Clivinematini"
"796","Deraeocapsus","Deraeocorini"
"797","Deraeocoris","Deraeocorini"
"798","Diplozona","Deraeocorini"
"799","Eurychilopterella","Deraeocorini"
"800","Eustictus","Deraeocorini"
"801","Klopicoris","Deraeocorini"
"802","Strobilocapsus","Deraeocorini"
"803","Hyaliodes","Hyaliodini"
"804","Paracarnus","Hyaliodini"
"805","Stethoconus","Hyaliodini"
"806","Conocephalocoris","Termatophylini"
"807","Hesperophylum","Termatophylini"
"808","Diphleps","Diphlebini"
"809","Corticoris","Isometopini"
"810","Dendroscirtus",NA
"811","Lidopus","Isometopini"
"812","Myiomma","Isometopini"
"813","Heidemannia",NA
"814","Wetmorea","Isometopini"
"815","Barberiella","Herdoniini"
"816","Closterocoris","Herdoniini"
"817","Cyphopelta","Herdoniini"
"818","Dacerla","Herdoniini"
"819","Heidemanniella","Herdoniini"
"820","Paradacerla","Herdoniini"
"821","Paraxenetus","Herdoniini"
"822","Adelphocoris","Mirini"
"823","Agnocoris","Mirini"
"824","Allorhinocoris","Mirini"
"825","Bolteria","Mirini"
"826","Calocoris","Mirini"
"827","Camptozygum","Mirini"
"828","Capsus","Mirini"
"829","Rhopalotomus",NA
"830","Coccobaphes","Mirini"
"831","Creontiades","Mirini"
"832","Dagbertus","Mirini"
"833","Derophthalma","Mirini"
"834","Cyrtocapsidea",NA
"835","Dichrooscytus","Mirini"
"836","Dolicholygus","Mirini"
"837","Ecertobia",NA
"838","Ectopiocerus","Mirini"
"839","Ganocapsus","Mirini"
"840","Garganus","Mirini"
"841","Irbisia","Mirini"
"842","Thyrillus",NA
"843","Knightomiris","Mirini"
"844","Lampethusa","Mirini"
"845","Lygidea","Mirini"
"846","Lygocoris","Mirini"
"847","Lygus","Mirini"
"848","Metriorrhynchomiris","Mirini"
"849","Monalocorisca","Mirini"
"850","Neoborella","Mirini"
"851","Neoborops","Mirini"
"852","Neocapsus","Mirini"
"853","Neurocolpus","Mirini"
"854","Notholopisca","Mirini"
"855","Orthops","Mirini"
"856","Pachypeltocoris","Mirini"
"857","Pallacocoris",NA
"858","Phytocoris","Mirini"
"859","Pinalitus","Mirini"
"860","Platylygus","Mirini"
"861","Plesiocoris","Mirini"
"862","Poecilocapsus","Mirini"
"863","Polymerus","Mirini"
"864","Poeciloscytus",NA
"865","Proba","Mirini"
"866","Pycnocoris","Mirini"
"867","Rhasis","Mirini"
"868","Salignus","Mirini"
"869","Stenotus","Mirini"
"870","Stittocapsus","Mirini"
"871","Taedia","Mirini"
"872","Paracalocoris",NA
"873","Taylorilygus","Mirini"
"874","Tropidosteptes","Mirini"
"875","Neoborus",NA
"876","Xerolygus","Mirini"
"877","Mimoceps","Pithanini"
"878","Pithanus","Pithanini"
"879","Oncerometopus","Restheniini"
"880","Opistheurista","Restheniini"
"881","Platytylus","Restheniini"
"882","Prepops","Restheniini"
"883","Platytylellus",NA
"884","Opistheuria",NA
"885","Acetropis","Stenodemini"
"886","Actitocoris",NA
"887","Chaetofoveolocoris","Stenodemini"
"888","Chaetomiris","Stenodemini"
"889","Collaria","Stenodemini"
"890","Dolichomiris","Stenodemini"
"891","Eioneus",NA
"892","Leptopterna","Stenodemini"
"893","Lopomorphus",NA
"894","Litomiris","Stenodemini"
"895","Megaloceroea","Stenodemini"
"896","Megaloceraea",NA
"897","Porpomiris","Stenodemini"
"898","Mesomiris",NA
"899","Stenodema","Stenodemini"
"900","Teratocoris","Stenodemini"
"901","Trigonotylus","Stenodemini"
"902","Callimiris",NA
"903","Ceratocapsus","Ceratocapsini"
"904","Trichia",NA
"905","Melinna",NA
"906","Tiryus",NA
"907","Hypereides",NA
"908","Pamillia","Ceratocapsini"
"909","Pilophoropsis","Ceratocapsini"
"910","Schaffneria","Ceratocapsini"
"911","Anapus","Halticini"
"912","Halticus","Halticini"
"913","Halticocoris",NA
"914","Labops","Halticini"
"915","Labopella","Halticini"
"916","Myrmecophyes","Halticini"
"917","Orthocephalus","Halticini"
"918","Acaciacoris","Orthotylini"
"919","Apachemiris","Orthotylini"
"920","Argyrocoris","Orthotylini"
"921","Ballella","Orthotylini"
"922","Blepharidopterus","Orthotylini"
"923","Brachynotocoris","Orthotylini"
"924","Brooksetta","Orthotylini"
"925","Ceratopidea","Orthotylini"
"926","Cyrtorhinus","Orthotylini"
"927","Daleapidea","Orthotylini"
"928","Diaphnidia","Orthotylini"
"929","Diaphnocoris",NA
"930","Dichaetocoris","Orthotylini"
"931","Ephedrodoma","Orthotylini"
"932","Fieberocapsus","Orthotylini"
"933","Hadronema","Orthotylini"
"934","Heterocordylus","Orthotylini"
"935","Heterotoma","Orthotylini"
"936","Hyalochloria","Orthotylini"
"937","Ilnacora","Orthotylini"
"938","Corinala",NA
"939","Sthenarops",NA
"940","Ilnacorella","Orthotylini"
"941","Jobertus","Orthotylini"
"942","Labopidea","Orthotylini"
"943","Lindbergocapsus","Orthotylini"
"944","Lopidea","Orthotylini"
"945","Lomatopleura",NA
"946","Lopidella","Orthotylini"
"947","Macrotyloides",NA
"948","Mecomma","Orthotylini"
"949","Melanotrichus","Orthotylini"
"950","Noctuocoris","Orthotylini"
"951","Orthotylus","Orthotylini"
"952","Paraproba","Orthotylini"
"953","Parthenicus","Orthotylini"
"954","Phoradendrepulus","Hallodapini"
"955","Pseudoloxops","Orthotylini"
"956","Loxops",NA
"957","Pseudopsallus","Orthotylini"
"958","Bifidungulus",NA
"959","Hesperocapsus",NA
"960","Pseudoxenetus","Orthotylini"
"961","Renodaeus","Orthotylini"
"962","Reuteria","Orthotylini"
"963","Saileria","Orthotylini"
"964","Sericophanes","Orthotylini"
"965","Scalponotatus","Orthotylini"
"966","Slaterocoris","Orthotylini"
"967","Squamocoris","Orthotylini"
"968","Texocoris","Orthotylini"
"969","Coquillettia","Hallodapini"
"970","Cyrtopeltocoris","Hallodapini"
"971","Orectoderus","Hallodapini"
"972","Teleorhinus","Hallodapini"
"973","Tytthus","Leucophoropterini"
"974","Amblytylus","Phylini"
"975","Asciodema","Phylini"
"976","Atomoscelis","Phylini"
"977","Atractotomus","Phylini"
"978","Dacota","Phylini"
"979","Beamerella","Phylini"
"980","Larinocerus",NA
"981","Beckocoris","Phylini"
"982","Brachyceratocoris","Phylini"
"983","Campylomma","Phylini"
"984","Chaetophylidea",NA
"985","Chlamydatus","Phylini"
"986","Agalliastes",NA
"987","Compsidolon","Phylini"
"988","Conostethus","Phylini"
"989","Criocoris","Phylini"
"990","Strongylotes",NA
"991","Laodamia",NA
"992","Laodamina",NA
"993","Europiella","Phylini"
"994","Hambletoniola","Phylini"
"995","Hoplomachidea","Phylini"
"996","Hoplomachus","Phylini"
"997","Icodema","Phylini"
"998","Keltonia","Phylini"
"999","Lepidopsallus","Phylini"
"1000","Lopus","Phylini"
"1001","Onychumenus",NA
"1002","Macrotylus","Phylini"
"1003","Maurodactylus","Phylini"
"1004","Megalocoleus","Phylini"
"1005","Megalopsallus","Phylini"
"1006","Merinocapsus",NA
"1007","Ankylotylus",NA
"1008","Microphylellus",NA
"1009","Leptotylus",NA
"1010","Microphylidea","Phylini"
"1011","Mineocapsus","Phylini"
"1012","Monosynamma","Phylini"
"1013","Myochroocoris",NA
"1014","Nevadocoris","Phylini"
"1015","Nicholia","Phylini"
"1016","Oncotylus","Phylini"
"1017","Parapsallus",NA
"1018","Phoenicocoris","Phylini"
"1019","Phyllopidea","Phylini"
"1020","Phylus","Phylini"
"1021","Phymatopsallus","Phylini"
"1022","Plagiognathus","Phylini"
"1023","Gerhardiella",NA
"1024","Plesiodema","Phylini"
"1025","Pronotocrepis","Phylini"
"1026","Psallus","Phylini"
"1027","Apocremnus",NA
"1028","Oligotylus","Phylini"
"1029","Pseudatomoscelis","Phylini"
"1030","Ranzovius","Phylini"
"1031","Nyctella",NA
"1032","Reuteroscopus","Phylini"
"1033","Episcopus",NA
"1034","Aristoreuteria",NA
"1035","Rhinacloa","Phylini"
"1036","Rhinocapsus","Phylini"
"1037","Semium","Phylini"
"1038","Spanagonicus","Phylini"
"1039","Leucopoecila",NA
"1040","Sthenarus","Phylini"
"1041","Strophopoda","Phylini"
"1042","Tannerocoris","Phylini"
"1043","Tuponia","Phylini"
"1044","Alepidia",NA
"1045","Alepidiella","Pilophorini"
"1046","Paramixia",NA
"1047","Pilophorus","Pilophorini"
"1048","Anthocoridae","Cimicoidea"
"1049","Acompocoris","Anthocorini"
"1050","Anthocoris","Anthocorini"
"1051","Coccivora","Anthocorini"
"1052","Elatophilus","Anthocorini"
"1053","Xenotracheliella",NA
"1054","Melanocoris","Anthocorini"
"1055","Temnostethus","Anthocorini"
"1056","Tetraphleps","Anthocorini"
"1057","Macrothacheliella","Oriini"
"1058","Orius","Oriini"
"1059","Paratriphleps","Oriini"
"1060","Lasiochilus","Lasiochilini"
"1061","Dilasia",NA
"1062","Plochiocoris","Lasiochilini"
"1063","Alofa","Dufouriellini"
"1064","Amphiareus","Dufouriellini"
"1065","Poronotus",NA
"1066","Poronotellus",NA
"1067","Cardiastethus","Dufouriellini"
"1068","Dasypterus",NA
"1069","Dufouriellus","Dufouriellini"
"1070","Physopleurella","Dufouriellini"
"1071","Lyctocoris","Lyctocorini"
"1072","Calliodis","Scolopini"
"1073","Asthenidea",NA
"1074","Nidicola","Scolopini"
"1075","Scoloposcelis","Scolopini"
"1076","Solenonotus","Scolopini"
"1077","Xylocoris","Xylocorini"
"1078","Piezostethus",NA
"1079","Cimicidae","Cimicoidea"
"1080","Cimex","Cimicinae"
"1081","Acanthia",NA
"1082","Clinocoris",NA
"1083","Klinophilos",NA
"1084","Clinophilus",NA
"1085","Oeciacus","Cimicinae"
"1086","Cimexopsis","Haematosiphoninae"
"1087","Haematosiphon","Haematosiphoninae"
"1088","Hesperocimex","Haematosiphoninae"
"1089","Ornithocoris","Haematosiphoninae"
"1090","Synxenoderus","Haematosiphoninae"
"1091","Primicimex","Primicimicinae"
"1092","Nabidae","Cimicoidea"
"1093","Carthasis","Nabinae"
"1094","Orthometrops",NA
"1095","Anaptus","Nabinae"
"1096","Hoplistoscelis","Nabinae"
"1097","Lasiomerus","Nabinae"
"1098","Metatropiphorus","Nabinae"
"1099","Nabicula","Nabinae"
"1100","Nabis","Nabinae"
"1101","Alloeorhynchus","Prostemmatinae"
"1102","Pagasa","Prostemmatinae"
"1103","Phorticus","Prostemmatinae"
"1104","Polyctenidae","Cimicoidea"
"1105","Hesperoctenes","Polyctenidae"
"1106","Phymatidae",NA
"1107","Lophoscutus","Phymatinae"
"1108","Macrocephalus","Phymatinae"
"1109","Phymata","Phymatinae"
"1110","Syrtis",NA
"1111","Reduviidae","Reduvoidea"
"1112","Apiomerus","Apiomerinae"
"1113","Rhiginia","Ectrichodiinae"
"1114","Emesa","Emesini"
"1115","Gardena","Emesini"
"1116","Stenolemoides","Emesini"
"1117","Stenolemus","Emesini"
"1118","Ploiaria","Leistarchini"
"1119","Barce","Metapterini"
"1120","Emesaya","Metapterini"
"1121","Ghinallelia","Metapterini"
"1122","Pseudometapterus","Metapterini"
"1123","Emesopsis","Ploiariolini"
"1124","Empicoris","Ploiariolini"
"1125","Acholla","Harpactorinae"
"1126","Arilus","Harpactorinae"
"1127","Atrachelus","Harpactorinae"
"1128","Castolus","Harpactorinae"
"1129","Doldina","Harpactorinae"
"1130","Fitchia","Harpactorinae"
"1131","Heza","Harpactorinae"
"1132","Pselliopus","Harpactorinae"
"1133","Milyas",NA
"1134","Repipta","Harpactorinae"
"1135","Rhynocoris","Harpactorinae"
"1136","Rocconota","Harpactorinae"
"1137","Sinea","Harpactorinae"
"1138","Zelus","Harpactorinae"
"1139","Homalocoris","Microtominae"
"1140","Platycoris",NA
"1141","Microtomus","Microtominae"
"1142","Melanolestes","Peiratinae"
"1143","Rasahus","Peiratinae"
"1144","Sirthenea","Peiratinae"
"1145","Pseudozelurus","Reduviinae"
"1146","Reduvius","Reduviinae"
"1147","Zeluroides","Reduviinae"
"1148","Zelurus","Reduviinae"
"1149","Oncerotrachelus","Saicinae"
"1150","Saica","Saicinae"
"1151","Ctenotrachelus","Stenopodainae"
"1152","Diaditus","Stenopodainae"
"1153","Gnathobleda","Stenopodainae"
"1154","Narvesus","Stenopodainae"
"1155","Oncocephalus","Stenopodainae"
"1156","Pnirontis","Stenopodainae"
"1157","Pygolampis","Stenopodainae"
"1158","Stenopoda","Stenopodainae"
"1159","Paratriatoma","Triatominae"
"1160","Triatoma","Triatominae"
"1161","Heteroptera-pentatomomorpha",NA
"1162","Pentatomomorpha","Heteroptera"
"1163","Aradidae","Aradoidea"
"1164","Dysodiidae",NA
"1165","Meziridae",NA
"1166","Aneurus","Aneurinae"
"1167","Aradus","Aradinae"
"1168","Calisius","Calisiinae"
"1169","Acaricoris","Carventinae"
"1170","Proxius","Carventinae"
"1171","Aphleboderrhis","Mezirinae"
"1172","Mezira","Mezirinae"
"1173","Nannium","Mezirinae"
"1174","Neuroctenus","Mezirinae"
"1175","Notapictinus","Mezirinae"
"1176","Piesmatidae","Lygaeoidea"
"1177","Piesma","Piesmatinae"
"1178","Zosmenus",NA
"1179","Agrammodes",NA
"1180","Berytidae","Lygaeoidea"
"1181","Neididae",NA
"1182","Berytinidae",NA
"1183","Berytinus","Berytinini"
"1184","Neides","Berytinae"
"1185","Berytus",NA
"1186","Acanthophysa",NA
"1187","Saurocoris",NA
"1188","Jalysus","Metacanthini"
"1189","Metacanthus","Metacanthini"
"1190","Aknisus",NA
"1191","Pronotacantha","Hoplinini"
"1192","Acantholaena",NA
"1193","Protacanthus",NA
"1194","Lygaeidae","Lygaeoidea"
"1195","Myodochidae",NA
"1196","Geocoridae","Lygaeoidea"
"1197","Blissus","Blissinae"
"1198","Ischnodemus","Blissinae"
"1199","Micropus",NA
"1200","Micropus",NA
"1201","Toonglasa","Blissinae"
"1202","Extarademus",NA
"1203","Cymodema","Cyminae"
"1204","Cymus","Cyminae"
"1205","Arphnus",NA
"1206","Cymoninus","Ninidae"
"1207","Geocoris","Geocorinae"
"1208","Ophthalmicus",NA
"1209","Isthmocoris","Geocorinae"
"1210","Heterogaster","Heterogastrinae"
"1211","Phygas",NA
"1212","Phygadicus",NA
"1213","Kleidocerys","Ischnorhynchinae"
"1214","Ischnorhynchus",NA
"1215","Craspeduchus","Lygaeinae"
"1216","Lygaeospilus","Lygaeinae"
"1217","Lygaeus","Lygaeinae"
"1218","Melanopleurus","Lygaeinae"
"1219","Neacoryphus","Lygaeinae"
"1220","Ochrimnus","Lygaeinae"
"1221","Oncopeltus","Lygaeinae"
"1222","Orsillacis","Lygaeinae"
"1223","Xyonysius","Metrargini"
"1224","Nysius","Nysiini"
"1225","Belonochilus","Orsillini"
"1226","Neortholomus","Orsillini"
"1227","Crophius","Oxycarenidae"
"1228","Mayana",NA
"1229","Dycoderus","Oxycarenidae"
"1230","Oedancala","Pachygronthini"
"1231","Pachygrontha","Pachygronthini"
"1232","Phlegyas","Teracriini"
"1233","Helonotus",NA
"1234","Peliopelta",NA
"1235","Helonotocoris",NA
"1236","Antillocoris","Antillocorini"
"1237","Botocudo","Antillocorini"
"1238","Cligenes","Antillocorini"
"1239","Tomopelta",NA
"1240","Paurocoris","Antillocorini"
"1241","Drymus","Drymini"
"1242","Eremocoris","Drymini"
"1243","Gastrodes","Drymini"
"1244","Scolopostethus","Drymini"
"1245","Thylochromus","Drymini"
"1246","Togodolentus","Drymini"
"1247","Atrazonotus","Gonianotini"
"1248","Delochilocoris","Gonianotini"
"1249","Dorachosa",NA
"1250","Emblethis","Gonianotini"
"1251","Malezonotus","Gonianotini"
"1252","Spinigernotus","Gonianotini"
"1253","Trapezonotus","Gonianotini"
"1254","Cistalia","Lethaeini"
"1255","Cryphula","Lethaeini"
"1256","Trapezus",NA
"1257","Valtissius","Lethaeini"
"1258","Xestocoris","Lethaeini"
"1259","Lamprodema","Megalonotini"
"1260","Megalonotus","Megalonotini"
"1261","Sphragisticus","Megalonotini"
"1262","Ashlockaria","Myodochini"
"1263","Caenopamera","Myodochini"
"1264","Carpilis","Myodochini"
"1265","Cnemodus","Myodochini"
"1266","Ereminellus","Myodochini"
"1267","Froeschneria","Myodochini"
"1268","Heraeus","Myodochini"
"1269","Kolenetrus","Myodochini"
"1270","Ligyrocoris","Myodochini"
"1271","Myodocha","Myodochini"
"1272","Chiroleptes",NA
"1273","Neopamera","Myodochini"
"1274","Pachybrachius","Myodochini"
"1275","Paromius","Myodochini"
"1276","Stenocoris",NA
"1277","Perigenes","Myodochini"
"1278","Prytanes","Myodochini"
"1279","Exptochiomera",NA
"1280","Pseudocnemodus","Myodochini"
"1281","Pseudopachybrachius","Myodochini"
"1282","Pseudopamera","Myodochini"
"1283","Ptochiomera","Myodochini"
"1284","Sisamnes","Myodochini"
"1285","Slaterobius","Myodochini"
"1286","Valonetus","Myodochini"
"1287","Zeridoneus","Myodochini"
"1288","Zeropamera","Myodochini"
"1289","Balboa","Ozophorini"
"1290","Ozophora","Ozophorini"
"1291","Davila",NA
"1292","Peggichisme",NA
"1293","Plinthisus","Plinthisinae"
"1294","Cordillonotus","Rhyparochromini"
"1295","Peritrechus","Rhyparochromini"
"1296","Uhleriola","Rhyparochromini"
"1297","Stygnocoris","Stygnocorini"
"1298","Stygnus",NA
"1299","Neosuris","Udeocorini"
"1300","Tempyra","Udeocorini"
"1301","Largidae","Pyrrhocoroidea"
"1302","Arhaphe","Arhaphinae"
"1303","Jarhaphetus","Arhaphinae"
"1304","Pararhaphe","Arhaphinae"
"1305","Japetus",NA
"1306","Acinocoris","Largidae"
"1307","Largus","Larginae"
"1308","Stenomacra","Larginae"
"1309","Wupatkius","Larginae"
"1310","Pyrrhocoridae","Pyrrhocoroidea"
"1311","Dysdercus","Pyrrhocorinae"
"1312","Alydidae","Coreoidea"
"1313","Coriscidae",NA
"1314","Alydus","Alydinae"
"1315","Coriscus",NA
"1316","Burtinus","Alydinae"
"1317","Hyalymenus","Alydinae"
"1318","Galeottus",NA
"1319","Megalotomus","Alydinae"
"1320","Stachyocnemus","Alydinae"
"1321","Tollius","Alydinae"
"1322","Stenocoris","Leptocorinae"
"1323","Cydamus","Microelytrinae"
"1324","Darmistus","Microelytrinae"
"1325","Esperanza","Microelytrinae"
"1326","Protenor","Microelytrinae"
"1327","Rimadarmistus","Microelytrinae"
"1328","Coreidae","Coreoidea"
"1329","Acanthocephala","Acanthocephalini"
"1330","Metapodius",NA
"1331","Acanthocerus","Acanthocerini"
"1332","Euthochtha","Acanthocerini"
"1333","Sagotylus","Acanthocerini"
"1334","Chondrocera","Anisoscelini"
"1335","Leptoglossus","Anisoscelini"
"1336","Theognis",NA
"1337","Narnia","Anisoscelini"
"1338","Chariesterus","Chariesterini"
"1339","Chelinidea","Chelinideini"
"1340","Althos","Hypselonotini"
"1341","Margus",NA
"1342","Anasa","Hypselonotini"
"1343","Catorhintha","Hypselonotini"
"1344","Cimolus","Hypselonotini"
"1345","Ficana",NA
"1346","Hypselonotus","Hypselonotini"
"1347","Madura","Hydarinae"
"1348","Namacus","Hypselonotini"
"1349","Nisoscolopocerus","Hypselonotini"
"1350","Scolopocerus","Hypselonotini"
"1351","Sethenira","Hypselonotini"
"1352","Zicca","Hypselonotini"
"1353","Savius","Discogastrini"
"1354","Amblyomia","Coreinae"
"1355","Phthia","Anisoscelini"
"1356","Mamurius","Coreinae"
"1357","Mozena","Nematopodini"
"1358","Piezogaster","Nematopodini"
"1359","Capaneus",NA
"1360","Thasus","Nematopodini"
"1361","Sephina","Spartocerini"
"1362","Spartocera","Spartocerini"
"1363","Merocoris","Merocorini"
"1364","Ceraleptus","Pseudophloeini"
"1365","Coriomeris","Pseudophloeini"
"1366","Merocoris",NA
"1367","Rhopalidae","Coreoidea"
"1368","Corizidae",NA
"1369","Xenogenus","Chorosomatini"
"1370","Aufeius","Harmostini"
"1371","Harmostes","Harmostini"
"1372","Arhyssus","Niesthreini"
"1373","Niesthrea","Niesthreini"
"1374","Liorhyssus","Rhopalini"
"1375","Stictopleurus","Rhopalini"
"1376","Rhopalus","Rhopalini"
"1377","Boisea","Serinethinae"
"1378","Jadera","Serinethinae"
"1379","Acanthosomatidae","Pentatomoidea"
"1380","Elasmosthethus",NA
"1381","Elasmucha","Acanthosomatinae"
"1382","Meadorus",NA
"1383","Cydnidae","Pentatomoidea"
"1384","Amnestus","Amnestinae"
"1385","Aethus","Cydninae"
"1386","Cydnus","Cydninae"
"1387","Cyrtomenus","Cydninae"
"1388","Dallasiellus","Cydninae"
"1389","Stenocoris",NA
"1390","Macroporus","Cydninae"
"1391","Melanaethus","Cydninae"
"1392","Lobonotus",NA
"1393","Lobolophus",NA
"1394","Microporus","Cydninae"
"1395","Pangaeus","Cydninae"
"1396","Rhytidoporus","Cydninae"
"1397","Tominotus","Cydninae"
"1398","Trichocoris",NA
"1399","Psectrocephalus",NA
"1400","Scaptocoris","Scaptocorinae"
"1401","Sehirus","Sehirinae"
"1402","Canthophorus",NA
"1403","Pentatomidae","Pentatomoidea"
"1404","Podopidae",NA
"1405","Graphosomatidae",NA
"1406","Alcaeorrhynchus","Asopinae"
"1407","Mutyca",NA
"1408","Andrallus","Asopinae"
"1409","Audinetia",NA
"1410","Apateticus","Asopinae"
"1411","Eocanthecoma","Asopinae"
"1412","Euthyrhynchus","Asopinae"
"1413","Heteroscelis","Asopinae"
"1414","Heterosceloides",NA
"1415","Mineus",NA
"1416","Oplomus","Asopinae"
"1417","Perillus","Asopinae"
"1418","Perilloides",NA
"1419","Picromerus","Asopinae"
"1420","Podisus","Asopinae"
"1421","Rhacognathus","Asopinae"
"1422","Stiretrus","Asopinae"
"1423","Zicrona","Asopinae"
"1424","Lineostethus","Discocephalini"
"1425","Edessa","Edessinae"
"1426","Brochymena","Halyini"
"1427","Mecidea","Mecideini"
"1428","Acrosternum","Pentatomini"
"1429","Aelia","Pentatomini"
"1430","Arvelius","Pentatomini"
"1431","Banasa","Pentatomini"
"1432","Atomosira",NA
"1433","Brepholoxa","Pentatomini"
"1434","Chlorochroa","Pentatomini"
"1435","Pitedia",NA
"1436","Chlorocoris","Pentatomini"
"1437","Codophila","Pentatomini"
"1438","Coenus","Pentatomini"
"1439","Cosmopepla","Pentatomini"
"1440","Cyptocephala","Pentatomini"
"1441","Dendrocoris","Pentatomini"
"1442","Liotropis",NA
"1443","Euschistus","Pentatomini"
